N1	N2	Na	Tsplit
10.37185	12.35883	17.29866	26.56701 
4.15701	16.22087	19.66041	24.79881 
5.16345	9.77948	21.11531	22.66786 
14.51141	2.96371	10.02524	21.61449 
23.61441	1.28178	29.86194	23.61880 
1.29408	2.62016	28.45626	6.37018 
5.45336	6.58607	11.08068	12.28245 
9.22803	18.51100	2.58115	6.92718 
20.25472	17.37778	16.54207	12.98901 
28.76219	18.98758	18.00391	29.23803 
2.39288	2.03227	2.77321	17.70761 
6.29846	5.88044	5.87753	27.25893 
20.93760	12.17324	14.56118	27.99010 
16.71596	2.80706	29.76875	7.47408 
1.31948	5.85100	23.14973	26.18213 
3.89951	0.73483	14.48100	20.33008 
7.93735	14.77775	12.26068	0.31229 
18.65426	29.38827	19.28920	15.47713 
4.04303	8.45990	6.52333	29.50717 
12.83986	5.59424	26.30345	15.12059 
8.47721	20.34301	9.96704	6.69132 
16.42422	4.00624	19.25396	19.03307 
4.93134	23.49880	12.72191	8.63625 
17.81484	14.26346	27.85954	21.05769 
9.28734	23.69801	15.85832	2.85136 
9.52068	29.34272	28.13229	9.83076 
19.89781	16.36630	17.64041	24.43058 
0.51135	21.24144	20.19389	26.76065 
19.09222	5.76080	25.62181	23.74602 
22.86944	27.67164	15.34941	14.88960 
10.18420	8.53025	17.27359	27.45893 
9.54898	20.30896	19.07013	24.00327 
29.77130	21.92028	2.72209	27.90154 
18.74406	21.21300	2.28205	7.26691 
9.90385	14.50407	22.47306	19.02450 
9.84325	17.91978	14.43609	16.81862 
4.61667	8.33294	1.77258	20.29692 
24.84602	1.60189	12.67900	13.23838 
10.84862	5.60177	12.09694	19.26473 
4.00441	15.78526	2.53509	3.23175 
26.98932	7.32880	27.43664	24.64294 
1.50528	6.74232	29.14063	27.14761 
2.77240	22.39304	2.36355	1.72175 
20.12895	22.08995	11.72568	23.19577 
16.85916	3.00155	7.49135	5.23188 
11.13250	20.77348	4.22200	14.49631 
1.31749	14.36499	25.59187	20.41343 
7.50067	22.45311	19.66872	12.90334 
5.85639	17.79477	22.37308	23.26666 
14.78310	16.56198	18.97283	25.58044 
3.70167	20.14681	19.69645	19.89057 
11.93274	18.74363	16.96463	13.27373 
18.74499	5.85763	19.57676	11.88672 
0.06076	1.67559	15.84775	14.84953 
19.31029	27.65886	15.65806	19.05264 
22.20267	5.83276	15.31072	22.97296 
23.43803	11.52793	29.03862	8.10725 
23.65499	9.79693	12.55765	19.01521 
17.92179	11.23508	1.54516	15.58320 
26.02164	5.59934	24.59194	20.78271 
1.14087	13.58524	1.17238	8.00023 
22.69648	20.75483	9.14079	2.84918 
7.17000	7.51954	1.49451	19.66381 
17.24110	6.00535	9.03123	24.65700 
25.26940	14.14481	9.41613	23.05793 
14.31382	26.95891	15.45661	10.19029 
29.43579	29.00976	0.55887	7.65018 
1.98162	2.39549	0.53010	14.87541 
29.78571	17.33291	20.69706	29.23539 
15.84837	14.81237	12.24054	26.63629 
8.86907	6.13009	18.38406	8.26603 
10.29382	15.32672	11.36294	22.30030 
25.43896	5.02205	28.77940	21.80767 
28.97860	3.88227	14.98603	20.67046 
15.59183	7.08793	26.91975	10.84902 
15.09817	29.46281	14.32126	24.36842 
18.84925	26.84051	20.82653	12.79926 
2.53817	15.15408	8.25014	20.95790 
0.35974	20.74600	16.89353	18.53959 
14.71070	18.64886	14.65505	13.96062 
4.59731	14.61533	14.35758	19.76301 
0.53973	29.01505	6.78044	11.71652 
13.43559	19.81962	9.16894	29.25734 
19.07309	15.54853	3.00631	16.23183 
6.94791	12.80008	6.17710	1.35948 
12.43817	27.22337	17.82608	12.51352 
9.31311	11.71916	1.07403	13.28634 
13.43614	18.82171	28.22229	8.19790 
27.63356	25.99975	3.41649	28.78072 
24.68270	16.55141	29.18153	22.86402 
7.73741	29.56366	7.06626	4.82684 
8.25480	7.16827	13.06437	28.16398 
7.74508	3.62763	26.23707	1.73237 
4.58192	0.27352	20.66864	24.86566 
9.60065	10.21241	8.06215	21.68827 
14.10230	17.76716	20.29761	14.25313 
9.11228	6.24861	20.36931	17.42946 
22.84185	4.84647	22.46129	25.05021 
10.66308	1.23865	10.03293	0.45103 
8.51368	24.70466	5.65597	28.35339 
1.91559	19.28236	16.65676	21.20869 
5.00596	5.11494	21.10760	18.14677 
6.21257	25.35211	26.44648	2.54981 
11.54748	6.44918	21.66202	27.54819 
3.46986	7.34719	3.86395	0.84139 
29.34114	20.34019	29.68116	18.87950 
25.37001	5.10398	23.93674	7.63136 
2.36667	21.92680	10.58574	14.73070 
20.09507	24.39391	1.94933	28.32883 
5.85177	26.90429	6.36890	12.86595 
16.43592	2.39623	28.88130	21.56718 
12.63383	19.40705	22.60550	13.48001 
3.97903	0.14707	27.19080	1.13001 
6.73609	2.62445	20.13962	5.21625 
12.88460	24.32532	19.31330	4.72653 
21.65048	21.51999	8.86881	3.10334 
11.10236	23.01706	18.66955	21.10715 
6.28102	14.97934	27.67593	24.08773 
18.62239	0.66188	8.03903	7.32265 
21.33234	3.41318	14.87889	27.31088 
2.72522	20.84622	20.32629	23.17234 
23.13040	13.59245	27.32583	18.68539 
17.51846	28.70646	29.17904	3.75331 
9.95936	6.28574	4.42361	21.23052 
21.88773	3.49591	6.75779	12.02568 
4.39729	24.27136	11.75561	8.85973 
6.16789	11.18590	17.71246	19.89575 
21.15985	26.81401	13.77714	29.58732 
14.95860	19.34207	22.17710	9.54151 
2.94244	25.44916	16.66585	14.17319 
28.38907	1.43533	12.18027	7.38665 
2.53845	8.86774	3.96165	24.86963 
8.06750	21.25204	13.63851	17.79168 
6.66303	11.68434	5.11467	20.58755 
27.46280	17.56840	27.04118	28.91942 
26.35816	0.22342	11.25929	17.66350 
27.01769	10.93730	2.26199	26.45967 
15.36183	11.83076	12.11460	5.57366 
3.10969	7.08869	12.23813	11.21810 
12.69444	21.60790	18.57169	3.25687 
9.07947	27.50690	29.73014	8.94176 
6.03041	12.48060	9.54278	3.71224 
17.67821	14.91709	12.56499	6.35535 
5.94498	15.90359	12.91356	13.13599 
20.13050	12.47148	5.72871	13.61970 
17.01938	0.05121	21.67943	9.18156 
6.63925	5.66634	1.20297	24.86558 
4.17943	26.83595	26.06295	5.19007 
20.48819	5.47103	8.09165	15.96292 
2.03594	18.38594	21.73123	7.32919 
19.58742	5.14255	26.23199	26.61936 
23.84748	20.97897	20.87964	18.46308 
7.85919	23.10786	13.19127	23.79181 
13.98226	25.10108	22.04515	5.44876 
3.60303	21.03639	25.06317	16.62906 
25.72902	7.46901	13.51124	15.95491 
22.54526	29.66253	17.68382	8.29015 
17.87523	27.09804	24.16791	9.24586 
13.34579	28.41460	15.34876	9.83502 
22.49703	6.10075	22.86069	29.78826 
2.01331	19.17668	3.59980	11.98823 
2.15753	24.08894	6.18524	0.24701 
16.32971	7.05431	29.10016	14.67364 
4.94213	15.16603	12.43676	11.21440 
9.88228	20.90714	15.98224	23.45781 
14.71674	27.94894	26.93240	11.18304 
3.20859	10.39944	14.25082	24.40224 
27.14242	4.58925	11.59814	26.28920 
17.59272	14.08815	25.48185	8.11847 
5.96168	10.97451	25.66954	10.27628 
13.53088	22.66977	6.47663	27.80283 
2.54339	7.91519	22.46070	28.80748 
20.39623	17.09412	1.51261	1.47274 
29.46724	27.94104	6.92761	28.58218 
6.53288	22.65154	16.09164	24.35325 
20.22796	2.43101	16.56218	29.27992 
10.78794	9.07693	24.42113	28.71710 
10.79850	3.92577	19.48308	17.32236 
25.47735	6.25872	21.72081	25.55956 
18.68523	18.48500	0.21252	11.47736 
16.51990	13.60889	28.97471	0.60421 
1.24211	8.43244	19.91086	20.19926 
14.29248	23.87722	10.99940	26.60429 
4.89743	4.35377	22.85768	29.07158 
3.17787	19.45131	14.59933	5.15538 
22.20952	16.60193	5.44031	6.83927 
1.13666	27.68658	16.18997	21.99006 
23.84099	20.02467	11.96494	1.00148 
8.56250	21.53919	16.17544	28.92651 
1.76234	28.53824	25.15127	18.88941 
13.81555	29.09587	0.02679	25.48968 
0.86530	14.64393	29.50758	3.59086 
7.81108	18.81965	0.26310	24.10302 
0.19244	19.06314	14.72607	0.14399 
0.46545	8.40209	21.25458	27.96998 
28.37721	1.39227	5.10586	29.73795 
9.42784	28.46738	9.15192	1.06490 
13.00393	25.80671	8.08282	27.93638 
14.95859	28.52360	0.11016	23.72000 
21.63672	27.70292	2.90250	17.09120 
20.59753	6.81032	19.96633	17.15112 
20.46258	9.90822	10.18738	4.69289 
27.37284	4.19466	8.37629	26.00406 
26.79723	25.67997	21.92589	15.03035 
12.93969	23.28919	13.00606	7.69131 
22.94347	12.37040	13.65673	4.99395 
21.57093	1.37032	27.10976	21.69822 
26.39442	17.18898	24.65426	16.81976 
28.47268	21.66763	28.31613	5.87730 
3.34542	4.69341	17.51321	2.89341 
24.49560	9.29887	14.99516	27.39625 
16.43527	4.73527	13.02470	26.30325 
26.60404	4.21340	14.78894	8.41784 
23.20095	1.91769	28.25666	14.81423 
1.81169	4.59490	20.04974	25.37102 
9.47732	29.84794	8.95787	11.29199 
0.97929	0.99131	14.94196	9.73866 
19.05428	26.93367	12.06508	20.99866 
19.72949	14.54317	4.65661	2.40172 
25.61121	22.05054	27.26777	16.20252 
23.39754	24.41424	6.31823	28.49401 
9.84189	18.26257	28.57004	26.37283 
29.47097	10.70864	22.28468	19.53738 
0.61244	3.10854	29.34358	26.39194 
6.72515	25.58531	29.44521	24.69461 
24.98409	14.49968	8.49389	3.93439 
2.37597	26.39733	5.31030	16.26862 
18.22308	18.36326	11.88788	18.86936 
2.86305	4.75707	16.27436	8.42552 
15.66852	22.68922	3.19950	5.99835 
23.39247	26.96333	21.79203	16.51253 
26.13567	3.81753	14.85701	19.91085 
0.14121	27.94934	1.49574	9.25431 
1.70087	8.82326	17.96292	24.78821 
19.13406	14.95879	1.23942	4.12415 
16.46105	20.16648	1.49320	1.53826 
28.14664	19.97498	9.50371	1.40370 
6.15812	26.04189	14.22615	15.97880 
3.06507	11.11848	18.70293	7.84366 
4.49292	4.42434	20.00859	29.36822 
16.58388	20.82260	25.21856	21.48464 
3.27001	29.56030	9.94676	9.42556 
12.98249	28.14294	9.43690	25.12055 
19.41941	6.22768	20.82124	21.18283 
18.56500	5.86602	23.73336	26.45765 
28.40659	12.91899	14.95529	1.31644 
17.25732	1.82177	8.25140	28.69380 
1.80028	25.23560	10.31376	14.80476 
23.42125	7.12347	5.13084	19.74012 
0.79012	13.65981	18.32154	0.94665 
4.63439	7.88828	17.53037	23.01044 
18.08836	2.71562	28.70118	18.03012 
3.74515	18.33714	21.84304	12.46589 
29.66723	16.31172	5.34942	16.30764 
17.21536	6.15568	14.70608	9.72927 
17.70978	14.86862	13.51397	15.12246 
25.27624	20.45833	7.33468	23.97842 
25.23418	18.60783	26.42352	13.84748 
14.80202	24.84119	6.12079	24.24062 
12.50207	7.87445	2.98046	10.35957 
14.74518	22.75617	28.04649	18.77632 
25.51832	2.36753	29.56260	26.76838 
4.30788	9.91227	0.52047	15.70816 
12.63243	15.56978	20.25558	3.01485 
10.93735	17.02180	1.50697	3.63946 
10.13710	29.71863	15.35056	8.09784 
18.94896	4.62620	4.18879	4.22508 
24.39769	0.82260	28.25144	7.57928 
14.80843	28.31882	13.98279	19.82107 
0.32076	28.51766	12.09376	0.17666 
21.92435	21.37699	22.98980	0.24326 
12.99135	10.46567	12.92550	2.58881 
26.20508	24.88213	24.99825	12.65849 
12.39158	28.88484	0.87350	28.93201 
7.02622	15.65879	18.80176	20.30839 
12.15683	10.49446	8.61777	5.29490 
5.64010	19.28566	4.45721	9.03211 
8.13522	11.71258	16.74426	12.05475 
6.83419	17.26234	29.33301	18.72357 
10.09015	15.25708	6.65544	8.46698 
0.39663	27.30953	10.21245	25.12208 
1.72967	26.72396	15.96131	25.12663 
15.47055	29.64614	29.65436	7.68715 
12.03414	7.60664	0.86543	26.47950 
1.60711	4.66742	26.61924	15.67437 
4.12770	1.67369	3.04767	4.18256 
10.47746	1.28168	18.20672	6.72940 
16.90158	7.24431	26.46808	26.29497 
7.21860	4.73585	9.64093	22.79472 
27.81781	19.88151	27.93685	2.37092 
1.88728	3.63272	20.92904	27.46642 
12.65288	20.79532	13.23541	12.47425 
14.35611	20.07056	11.80695	17.27050 
13.33342	11.92298	29.87921	14.37378 
21.39672	24.21857	11.05944	23.98657 
18.56735	26.79882	28.54307	11.39164 
17.92580	18.65386	4.06653	15.45957 
5.00863	2.43064	18.26650	2.13383 
8.24995	7.91747	26.56251	3.87461 
20.04223	29.48367	7.08764	14.64210 
13.10984	19.56567	28.80988	7.34444 
1.06830	25.91743	18.82954	5.47098 
25.71726	11.18389	11.60465	15.36853 
5.94962	26.98878	10.54896	22.56097 
20.65078	20.78760	3.83048	3.08811 
11.76099	3.34411	23.32175	22.57965 
19.96513	15.13946	24.38954	21.20935 
4.75158	24.15466	23.09430	12.39108 
29.40104	27.68239	3.82132	19.57100 
17.37551	5.25062	19.38869	19.00171 
12.22729	17.30578	29.53946	28.93388 
21.19492	10.25542	8.96827	3.31418 
7.18507	3.60041	24.86009	15.83735 
4.87571	26.64153	17.19811	7.36888 
26.60080	17.22013	23.48202	29.17783 
10.16518	2.75693	17.03550	18.57803 
23.85252	12.71838	1.67593	28.16137 
21.96284	4.22353	7.04134	18.68597 
15.00692	18.04956	17.80680	16.96166 
15.93089	19.00507	13.81125	7.68145 
3.20389	12.21498	17.58883	18.71383 
21.52349	24.58191	8.64283	11.83462 
27.67383	26.99526	1.53139	2.17955 
12.65808	29.74645	7.34132	11.57365 
4.68423	26.53755	25.70870	24.55537 
11.28487	25.11478	19.41324	17.19074 
26.52625	16.94540	25.65780	27.74912 
10.57943	26.28349	10.72982	12.87854 
7.17866	3.28713	2.33061	10.45936 
28.77678	29.55176	19.64802	2.54386 
19.87955	15.31814	29.58005	19.11194 
12.10065	26.59803	22.76935	13.16350 
16.96776	8.66249	23.98326	20.68842 
24.76058	8.26713	14.66544	10.42308 
24.08349	2.49439	25.58249	3.16588 
2.12406	20.05240	24.93441	10.67530 
26.58632	4.67739	21.16820	16.97965 
14.06144	18.16557	5.71450	22.31252 
4.14270	28.01436	29.01758	10.52706 
3.87755	17.99942	23.82708	27.58651 
10.21806	9.54262	5.10585	9.96434 
22.29169	0.65574	2.31574	3.87805 
10.48398	24.91586	27.18513	25.51030 
28.75956	13.80879	7.36024	25.64907 
12.79335	29.92849	2.91771	13.71754 
12.96822	6.62465	1.25947	26.08802 
22.64715	13.70694	13.03801	15.75128 
8.36613	10.85407	27.30208	2.10157 
18.94724	28.01746	22.14928	22.86548 
10.24482	1.36891	17.18612	10.05562 
21.42345	25.40921	12.66803	13.65520 
1.08814	4.31798	12.49934	27.36478 
7.15726	19.52134	28.59412	18.88359 
11.46927	2.54859	14.28244	13.72740 
10.26893	18.58887	3.74868	23.43370 
29.72218	19.44062	28.57024	27.22373 
3.92363	23.32528	6.84758	6.66252 
8.83467	16.88685	19.03039	17.20000 
17.40264	3.48909	17.81367	28.64452 
7.13579	8.52761	13.33783	13.58989 
26.61556	1.80516	6.45128	25.55691 
16.61171	7.74677	7.65632	15.40078 
4.81117	28.47956	28.34781	29.47277 
4.20500	5.57879	16.26258	24.10269 
6.05532	21.06312	8.40211	2.96245 
2.44814	2.82232	20.53070	25.82216 
15.16042	10.19401	9.80538	28.37189 
1.90922	8.08211	23.62969	25.75420 
5.20308	8.72164	13.88226	15.81701 
20.52222	26.01516	0.03119	19.99802 
7.26367	5.32991	19.22746	14.79800 
19.03461	1.68541	6.78839	20.89212 
4.34093	10.90672	19.67102	11.38695 
22.18936	6.24445	4.01488	26.96048 
29.83451	5.69262	12.87461	24.52912 
26.16525	25.29706	18.56891	3.39453 
20.37152	29.53498	1.54515	28.06031 
22.86998	16.19795	2.84119	1.45677 
13.06734	24.10422	12.64123	10.25574 
3.06054	12.63895	6.92460	3.77146 
8.16842	18.97149	2.95413	9.96316 
27.08594	25.74155	12.87164	13.23044 
5.84606	19.08768	13.26662	9.34897 
7.82525	12.21857	19.62223	6.46102 
10.68247	12.30432	20.37828	3.67501 
18.88099	26.16789	5.04523	24.54541 
5.87568	17.16481	1.88349	10.65424 
27.89491	5.45336	26.61705	19.33547 
22.78874	23.15595	11.82399	11.80256 
4.57588	20.87770	3.84952	15.16197 
19.25085	0.66923	28.52682	29.34936 
24.14441	25.09051	4.75047	3.46506 
27.02431	8.63403	4.92343	19.11979 
27.09804	5.09474	26.37680	3.70407 
16.54820	12.48702	23.51770	26.36667 
6.98839	24.20925	2.26367	19.76201 
18.32264	21.39629	16.20014	14.49211 
11.98911	27.90157	28.76218	12.07770 
8.47745	13.57941	2.28158	10.59753 
25.42018	29.12936	7.25062	20.76538 
2.55006	26.04955	9.23812	16.48657 
2.13017	8.69587	0.81608	14.98511 
12.07951	11.80989	0.30786	21.19917 
9.98257	18.02784	29.68531	12.25031 
26.72610	28.48268	14.18001	14.95824 
29.28648	26.05388	1.59018	7.57667 
14.05674	20.30358	10.59685	1.55989 
24.45757	6.35570	10.83612	18.21800 
8.98143	2.67065	22.18225	18.00987 
29.82864	29.18231	20.76882	16.84170 
0.46854	4.64263	20.73077	2.28016 
29.55836	0.21536	25.28953	22.62110 
29.39678	21.20318	10.90179	24.50847 
24.61819	2.02187	10.85563	0.55002 
17.06138	28.70180	22.96991	2.26882 
8.31974	27.70983	11.57778	14.08338 
14.55479	4.73179	10.75406	16.50456 
18.41137	8.92822	28.11613	22.62085 
15.02627	5.18232	19.64818	5.56995 
6.40911	14.52667	16.26646	10.78980 
10.79018	7.11066	11.13637	17.28968 
18.78059	2.95864	15.45726	14.67619 
18.80039	26.46384	18.33993	5.18075 
14.20791	11.40983	16.86927	11.91810 
10.08703	19.77215	1.70764	20.34100 
13.66722	19.50848	14.23686	20.52137 
23.61458	3.81281	9.07988	10.53541 
8.86952	10.23304	29.37471	2.41215 
15.32092	3.53110	8.16932	6.73770 
26.72441	21.66745	6.24582	26.84398 
13.22645	16.43346	10.82437	22.50925 
10.15060	23.96754	26.43249	8.84964 
3.22690	4.34618	4.17115	27.45972 
23.15438	3.76110	3.59059	5.77433 
14.51674	7.71772	5.61740	16.40663 
27.48345	14.05609	29.54637	22.88031 
8.09217	23.90534	22.43151	2.97180 
13.67306	2.59713	12.54560	26.86595 
23.68453	27.19602	22.53373	0.77184 
12.38080	8.11318	18.33370	5.55828 
26.50073	7.85748	0.35083	13.37870 
7.87280	24.26744	16.72162	25.09922 
22.33151	15.85283	20.65499	2.38463 
13.10689	23.24023	18.65699	8.00767 
8.33025	19.32219	27.57254	14.99478 
1.42608	11.91161	17.06402	29.23790 
20.83299	14.91028	3.71276	14.42572 
7.23072	28.45857	15.15464	23.26118 
18.74115	22.55374	29.10170	29.47445 
16.01018	14.80280	26.23417	5.50210 
23.59638	19.58070	3.61063	17.02782 
15.14522	18.81246	29.29109	1.94976 
10.80346	0.51212	28.07681	29.70757 
0.24115	7.53654	26.24947	25.55294 
1.84832	0.31185	14.16100	0.00900 
18.46705	1.20148	21.94887	12.79320 
26.58455	12.71202	29.22439	4.91946 
0.81560	18.75589	27.95747	20.75803 
26.09609	2.22095	11.76852	17.42884 
25.60880	11.04837	9.73000	11.18084 
19.62079	24.87567	28.88188	8.60782 
28.72268	0.22722	11.37446	10.68629 
28.26555	5.08497	5.78073	28.49325 
7.22510	24.27045	10.76960	17.77453 
25.20782	29.62995	18.94654	10.72414 
15.87136	10.25978	16.02484	24.85688 
29.85532	4.96069	6.90158	0.88508 
24.31723	23.56742	4.33795	15.26879 
16.66220	4.53508	8.64506	8.84534 
21.30371	5.46182	23.50301	21.64389 
21.01174	13.92667	16.47766	7.68004 
12.27120	22.88883	2.68327	23.16948 
9.00133	9.37199	2.16233	8.91775 
24.84758	22.17375	27.70043	7.79495 
1.55998	15.94557	27.93569	26.41171 
29.52929	11.84005	6.77686	8.89763 
20.05179	20.50625	7.92460	13.21865 
25.53021	2.67811	29.00956	3.35888 
8.77526	8.50804	8.05201	29.41451 
12.43851	1.84660	27.86402	11.41163 
27.12489	19.07687	17.98865	27.68067 
17.34562	12.81229	19.50153	1.41215 
12.75210	12.57964	16.29978	20.84226 
9.97740	18.95158	28.79257	19.36059 
21.70831	22.05829	1.93194	26.32662 
7.77626	3.54186	16.04199	22.14130 
11.78864	5.70053	6.44487	9.64549 
29.83107	3.81049	6.97395	11.21231 
24.61686	18.92577	9.87376	0.07466 
2.36140	3.28551	29.25438	13.15293 
14.96099	5.64102	25.40433	28.19406 
4.51188	6.67107	15.60637	9.39720 
11.92084	13.98680	12.09390	28.94675 
27.66689	24.93412	3.75500	4.08251 
0.46382	19.85880	19.24177	2.05199 
20.44252	2.96085	14.99322	1.04645 
5.77989	24.88252	10.72684	19.24479 
10.03869	20.16375	19.62975	12.01184 
10.39270	10.56636	19.17627	10.14566 
29.40529	24.87784	6.83439	22.51875 
12.99033	2.00290	25.22571	19.93338 
19.70287	2.45151	17.75710	6.45310 
14.95931	4.99239	19.90152	17.84426 
26.57557	25.31204	10.36856	7.09933 
11.37189	2.20129	10.14010	27.67412 
13.16750	5.68090	4.23893	0.72572 
22.07255	6.27454	8.27899	11.65789 
28.92749	23.02433	13.56373	12.86739 
24.43620	3.98988	19.97444	13.90977 
27.84801	18.52824	27.28951	24.84784 
13.15161	2.08746	22.04995	18.46884 
21.86117	7.99201	12.14718	29.23715 
4.76825	8.60645	21.29160	24.77354 
16.95730	21.81428	0.25139	19.19383 
18.21964	25.23294	25.70602	1.03254 
7.56502	0.17552	9.05737	22.16035 
16.15889	2.18833	8.07390	2.10371 
11.42801	17.02390	27.40708	23.39895 
1.01453	4.26341	17.79844	7.11428 
15.44049	23.74516	12.53928	16.50403 
25.37775	23.79292	5.12109	11.81616 
14.49086	11.85433	7.83942	26.22459 
22.90913	28.86526	9.88326	7.51513 
13.25237	22.99061	21.94411	15.57772 
7.08817	18.64166	21.94643	25.39648 
3.62555	8.49618	1.23403	3.39079 
27.05754	2.31240	24.57586	12.71598 
8.66387	4.22482	28.11388	23.26954 
20.60794	26.67255	6.30833	11.22962 
29.97396	2.06662	1.64767	9.97229 
11.85862	15.31236	25.80800	25.85006 
24.05600	28.76721	14.21333	1.59379 
0.27381	19.29541	13.64698	24.62050 
17.99596	24.28152	11.68327	20.06612 
24.69559	22.23416	18.98423	7.15992 
1.83548	19.60239	4.52497	16.80719 
27.81878	6.45318	6.94317	29.48803 
25.47751	12.17234	25.75170	18.61578 
18.19730	6.28697	20.87274	1.41008 
12.83167	21.27460	17.58720	27.30174 
26.39680	25.88725	9.22544	29.29693 
0.25955	11.48669	22.60728	24.36509 
5.59085	16.62146	3.05091	11.58013 
9.70728	0.61272	19.04567	12.44688 
18.14768	5.61093	29.34337	7.97348 
16.16805	16.34086	0.94918	29.14587 
7.69740	5.48919	16.39534	25.05225 
5.93703	3.31432	5.97339	24.61586 
16.09981	7.23141	5.97056	14.97006 
2.58252	19.60242	2.52457	25.73469 
17.69608	18.47931	11.88459	2.62691 
19.14520	14.74265	18.26016	8.82157 
15.01257	1.56930	10.13404	27.90052 
11.48696	1.39249	5.39900	12.00291 
4.26762	3.01388	20.02270	16.91214 
25.38947	11.48868	29.37785	24.23278 
23.45303	20.90054	5.00900	1.00877 
11.15251	3.84293	18.51780	21.29037 
22.51956	1.32542	19.50317	19.11640 
0.97424	19.93994	17.51543	3.91153 
15.25435	0.90777	7.97862	3.76170 
8.33282	11.26745	9.74726	20.38629 
9.41012	2.23668	23.36176	4.36721 
9.49879	21.34663	7.68497	9.53406 
6.45912	5.97537	16.04541	23.33959 
22.79923	9.97638	1.95354	14.45993 
27.33174	6.91458	25.79849	16.12785 
25.45268	8.27813	23.56343	6.26291 
14.96179	1.10275	5.21123	15.06388 
24.60587	8.25282	12.87961	23.63136 
15.29798	7.21313	10.23626	1.08399 
9.05512	26.87844	0.84685	14.68593 
14.30680	9.43593	0.57748	21.65792 
5.35763	25.96020	1.66197	0.44929 
18.71862	16.01044	22.26427	3.57545 
23.32714	8.67290	17.39581	11.79249 
4.58524	26.97596	21.24246	7.21372 
14.29897	4.93206	29.37285	20.88671 
19.04086	8.33276	6.38465	23.34260 
28.22322	2.41429	7.12272	4.82658 
5.10967	20.75353	16.60946	24.81753 
9.47214	21.36814	0.93663	7.02081 
4.16318	4.64194	24.69997	5.09761 
19.31935	1.04656	13.47027	7.29016 
19.67797	26.29112	10.25292	16.20605 
10.82659	26.63098	10.91210	20.17397 
25.29420	0.72188	26.41808	24.69167 
0.12761	16.11396	17.21686	7.99984 
13.03739	26.07884	27.55916	23.60700 
13.34644	12.52622	26.42491	28.10132 
27.38968	1.27811	10.49343	24.07951 
21.84519	4.39545	15.86438	11.38704 
7.56515	2.63884	17.70108	27.31680 
16.40185	8.66518	26.43031	18.75343 
22.90879	8.02527	19.77322	0.05687 
13.96228	20.00707	8.82711	0.91007 
15.83908	28.23739	2.28258	29.84572 
24.99551	1.07294	15.93649	16.07805 
12.55132	19.46205	28.64456	12.12709 
14.67728	26.87202	1.93676	15.61019 
18.10279	18.83918	22.69623	18.52346 
4.18620	20.95908	19.93055	14.64754 
19.46780	0.89931	14.04450	22.81138 
10.38730	4.39232	5.93645	13.00450 
5.11427	5.81866	29.90089	12.67701 
15.90667	12.39240	11.93813	5.87132 
10.69441	14.89547	28.73809	10.80444 
20.51842	5.09533	7.17174	25.46048 
26.71250	22.48582	7.10201	21.34714 
17.31306	28.52797	23.56156	28.36523 
1.21595	21.59007	20.28631	21.07064 
1.63816	17.14453	13.64783	11.79735 
15.12057	25.72800	16.73228	12.91811 
24.95346	20.69451	15.18455	19.07629 
18.58989	13.51037	8.76005	25.31493 
6.51625	8.01559	21.08744	25.32248 
11.67141	16.53191	0.70499	13.16676 
13.86938	20.56663	12.81408	26.41985 
13.88857	20.93900	29.72746	3.46919 
5.19514	10.27296	21.79283	28.97698 
12.21849	26.92264	13.98094	9.67669 
27.33402	0.50055	18.54205	12.47254 
28.65159	11.98612	13.84764	25.13124 
22.43921	17.89176	29.84916	21.58430 
3.88934	26.69972	11.11655	9.66100 
16.49074	4.12455	25.90397	12.27218 
28.30890	17.05873	2.86228	10.86528 
3.91355	19.25056	16.98555	4.36455 
19.06487	2.22016	1.01343	13.23354 
25.20861	10.01544	20.68275	11.18967 
11.48375	29.71281	2.85862	27.26257 
26.40478	23.75229	24.12263	15.57745 
2.51990	14.08735	11.21472	7.54282 
3.25701	19.37054	25.22824	27.10927 
28.40732	13.37721	15.26456	5.91803 
19.04990	1.75976	13.47499	3.65326 
26.89262	23.27889	26.48835	0.91288 
16.18457	28.76845	11.75739	17.69339 
28.88711	24.08925	3.77531	26.74303 
2.73169	12.74369	16.50845	15.41109 
24.99899	3.45245	7.49440	1.45860 
23.41175	20.97552	13.77235	20.53201 
12.99755	25.97214	14.74455	5.49911 
19.43639	28.21766	8.35768	0.89472 
22.26004	6.83963	10.61477	20.55697 
17.62539	19.47616	15.85563	19.06847 
7.09284	13.78616	4.73633	3.27126 
12.74746	13.89269	11.90861	2.71808 
16.47898	27.80922	19.20553	7.56021 
15.12922	27.94917	19.94665	29.45366 
10.94088	10.35325	24.88393	14.60311 
2.89352	16.86719	0.83006	18.40977 
4.09120	7.46249	9.97999	15.01676 
8.08882	0.32355	4.74469	5.09349 
24.61784	2.11345	12.38254	11.97442 
29.68477	1.79086	29.79542	23.75141 
16.88017	22.27061	20.91805	21.04381 
7.82756	23.73296	6.35447	25.02116 
13.58904	16.86143	26.65833	28.85431 
18.49854	11.04237	28.54147	15.39845 
0.21323	28.54236	9.44641	13.52891 
28.93614	4.37943	14.03191	29.36336 
26.27245	16.88500	24.84489	23.75596 
12.73822	27.98824	25.75478	23.23808 
14.72741	14.93575	6.44948	6.99098 
